#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.CDS.3978	gene	plus	3563995	3565017	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.3983	gene	plus	3568554	3569255	FIG01228638: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3984	gene	plus	3569390	3569584	Small acid-soluble spore protein, alpha/beta family, SASP_6
Bacterial_genome_Nanuq_01May2018.CDS.3990	gene	plus	3573502	3573660	
Bacterial_genome_Nanuq_01May2018.CDS.3991	gene	plus	3573807	3573938	
Bacterial_genome_Nanuq_01May2018.CDS.3992	gene	plus	3574042	3574923	Ku domain protein
Bacterial_genome_Nanuq_01May2018.CDS.3993	gene	plus	3574926	3576761	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD
Bacterial_genome_Nanuq_01May2018.CDS.3998	gene	plus	3578731	3579063	transcriptional regulator
Bacterial_genome_Nanuq_01May2018.CDS.4002	gene	plus	3582728	3582841	
Bacterial_genome_Nanuq_01May2018.CDS.4003	gene	plus	3582892	3583491	Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
Bacterial_genome_Nanuq_01May2018.CDS.4004	gene	plus	3583478	3585115	Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
Bacterial_genome_Nanuq_01May2018.CDS.4005	gene	plus	3585090	3585851	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
Bacterial_genome_Nanuq_01May2018.CDS.4007	gene	plus	3586778	3586894	
Bacterial_genome_Nanuq_01May2018.CDS.4008	gene	plus	3586950	3587909	Major intracellular serine protease precursor (EC 3.4.21.-)
Bacterial_genome_Nanuq_01May2018.repeat.29	repeat	plus	3588046	3588203	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.4009	gene	plus	3588286	3590574	5-methyltetrahydropteroyltriglutamate--homocys teine methyltransferase (EC 2.1.1.14)
Bacterial_genome_Nanuq_01May2018.CDS.4011	gene	plus	3591376	3592560	Probable 3-phenylpropionic acid transporter
Bacterial_genome_Nanuq_01May2018.CDS.4012	gene	plus	3592802	3593836	Flagellar hook-length control protein FliK
Bacterial_genome_Nanuq_01May2018.CDS.4018	gene	plus	3596797	3597243	Organic hydroperoxide resistance transcriptional regulator
Bacterial_genome_Nanuq_01May2018.CDS.4027	gene	plus	3602160	3602309	
Bacterial_genome_Nanuq_01May2018.CDS.4030	gene	plus	3603701	3604561	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)
Bacterial_genome_Nanuq_01May2018.CDS.4031	gene	plus	3604632	3605615	6-phosphogluconolactonase (EC 3.1.1.31)
Bacterial_genome_Nanuq_01May2018.CDS.4046	gene	plus	3617067	3618419	Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)
Bacterial_genome_Nanuq_01May2018.CDS.4047	gene	plus	3618441	3618785	
Bacterial_genome_Nanuq_01May2018.CDS.4053	gene	plus	3623361	3624782	Serine/threonine exchanger SteT
Bacterial_genome_Nanuq_01May2018.CDS.4054	gene	plus	3624960	3625478	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4055	gene	plus	3625475	3625576	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4056	gene	plus	3625589	3626587	Probable low-affinity inorganic phosphate transporter
Bacterial_genome_Nanuq_01May2018.CDS.4057	gene	plus	3626692	3627438	alternate gene name: ykaC lethal when synthesized during vegetative growth in the absence of SpoIISB
Bacterial_genome_Nanuq_01May2018.CDS.4058	gene	plus	3627439	3627609	SpoIISB
Bacterial_genome_Nanuq_01May2018.CDS.4059	gene	plus	3627706	3627831	
Bacterial_genome_Nanuq_01May2018.CDS.4097	gene	plus	3655036	3655416	negative regulation of the defective prophage PBSX genes
Bacterial_genome_Nanuq_01May2018.CDS.4098	gene	plus	3655522	3656112	phage-like element PBSX protein XkdA
Bacterial_genome_Nanuq_01May2018.CDS.4101	gene	plus	3656970	3657383	DUF1696 domain-containing protein
Bacterial_genome_Nanuq_01May2018.CDS.4106	gene	plus	3659944	3660411	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4107	gene	plus	3660560	3661324	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.4124	gene	plus	3673134	3673292	
Bacterial_genome_Nanuq_01May2018.CDS.4139	gene	plus	3686611	3687594	membrane protein, putative
Bacterial_genome_Nanuq_01May2018.CDS.4140	gene	plus	3687619	3688362	YbbL ABC transporter ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.4141	gene	plus	3688364	3689125	YbbM seven transmembrane helix protein
Bacterial_genome_Nanuq_01May2018.CDS.4143	gene	plus	3690145	3690330	FIG01231759: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4148	gene	plus	3696591	3697160	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4149	gene	plus	3697258	3697659	putative membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.4150	gene	plus	3697703	3697876	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4152	gene	plus	3698952	3699284	
Bacterial_genome_Nanuq_01May2018.CDS.4155	gene	plus	3701540	3702940	6-phospho-beta-galactosidase (EC 3.2.1.85)
Bacterial_genome_Nanuq_01May2018.CDS.4156	gene	plus	3703004	3703318	PTS system, lactose-specific IIA component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.4157	gene	plus	3703330	3704364	PTS system, lactose-specific IIB component (EC 2.7.1.69) / PTS system, lactose-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.4158	gene	plus	3704370	3705035	PTS system, lactose-specific IIB component (EC 2.7.1.69) / PTS system, lactose-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.4159	gene	plus	3705051	3705344	Galactokinase (EC 2.7.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4160	gene	plus	3705341	3706219	Galactokinase (EC 2.7.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4161	gene	plus	3706223	3707215	UDP-glucose 4-epimerase (EC 5.1.3.2)
Bacterial_genome_Nanuq_01May2018.CDS.4162	gene	plus	3707217	3708716	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)
Bacterial_genome_Nanuq_01May2018.CDS.4163	gene	plus	3708768	3709880	Arabinogalactan endo-1,4-beta-galactosidase precursor (EC 3.2.1.89)
Bacterial_genome_Nanuq_01May2018.CDS.4164	gene	plus	3710150	3710623	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.4165	gene	plus	3710766	3712178	Drug resistance transporter, EmrB/QacA subfamily
Bacterial_genome_Nanuq_01May2018.CDS.4172	gene	plus	3715496	3717325	YeeF
Bacterial_genome_Nanuq_01May2018.CDS.4173	gene	plus	3717322	3717678	
Bacterial_genome_Nanuq_01May2018.CDS.4175	gene	plus	3718373	3718579	
Bacterial_genome_Nanuq_01May2018.CDS.4196	gene	plus	3729792	3730028	
Bacterial_genome_Nanuq_01May2018.CDS.4197	gene	plus	3730036	3730224	
Bacterial_genome_Nanuq_01May2018.CDS.4198	gene	plus	3730236	3730985	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4204	gene	plus	3738360	3739082	Putative acetyl esterase YjcH (EC 3.1.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.4205	gene	plus	3739108	3739623	2H phosphoesterase superfamily protein Bsu1186 (yjcG)
Bacterial_genome_Nanuq_01May2018.CDS.4206	gene	plus	3739628	3740059	GNAT family acetyltransferase YjcF
Bacterial_genome_Nanuq_01May2018.CDS.4207	gene	plus	3740220	3740453	transcriptional regulator, AbrB family
Bacterial_genome_Nanuq_01May2018.CDS.4208	gene	plus	3740454	3740825	ABC transporter, ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.4209	gene	plus	3740813	3741190	ABC transporter, ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.4210	gene	plus	3741183	3741905	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4213	gene	plus	3743139	3745148	putative ATP-dependent DNA helicase YjcD
Bacterial_genome_Nanuq_01May2018.CDS.4215	gene	plus	3745323	3745475	
Bacterial_genome_Nanuq_01May2018.CDS.4219	gene	plus	3746390	3746518	
Bacterial_genome_Nanuq_01May2018.CDS.4221	gene	plus	3747180	3747566	Spore coat protein V
Bacterial_genome_Nanuq_01May2018.CDS.4222	gene	plus	3747604	3747918	Spore coat protein W
Bacterial_genome_Nanuq_01May2018.CDS.4223	gene	plus	3748011	3748511	Spore coat protein X
Bacterial_genome_Nanuq_01May2018.CDS.4224	gene	plus	3748662	3749144	Spore coat protein Y
Bacterial_genome_Nanuq_01May2018.CDS.4225	gene	plus	3749290	3749733	Spore coat protein Z
Bacterial_genome_Nanuq_01May2018.CDS.4236	gene	plus	3758928	3759065	Diadenosine tetraphosphatase
Bacterial_genome_Nanuq_01May2018.CDS.4237	gene	plus	3759104	3759676	Diadenosine tetraphosphatase
Bacterial_genome_Nanuq_01May2018.CDS.4244	gene	plus	3762591	3763166	Adenylate cyclase (EC 4.6.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.4245	gene	plus	3763171	3763857	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
Bacterial_genome_Nanuq_01May2018.CDS.4246	gene	plus	3764086	3764484	Hemoglobin-like protein HbO
Bacterial_genome_Nanuq_01May2018.CDS.4247	gene	plus	3764481	3765383	FIG00002411: Thioredoxin-fold protein
Bacterial_genome_Nanuq_01May2018.CDS.4248	gene	plus	3765669	3765836	FIG01226944: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4254	gene	plus	3770171	3770827	Integral membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.4260	gene	plus	3775611	3775727	
Bacterial_genome_Nanuq_01May2018.CDS.4261	gene	plus	3775878	3776870	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
Bacterial_genome_Nanuq_01May2018.CDS.4272	gene	plus	3786840	3787058	
Bacterial_genome_Nanuq_01May2018.CDS.4278	gene	plus	3789773	3789910	
Bacterial_genome_Nanuq_01May2018.CDS.4279	gene	plus	3789977	3790162	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4294	gene	plus	3802323	3802745	Fosfomycin resistance protein FosB
Bacterial_genome_Nanuq_01May2018.CDS.4297	gene	plus	3804113	3804925	hydrolase, haloacid dehalogenase-like family
Bacterial_genome_Nanuq_01May2018.CDS.4298	gene	plus	3805011	3805160	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4299	gene	plus	3805160	3805357	FIG01226075: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4302	gene	plus	3806839	3807690	DegV family protein
Bacterial_genome_Nanuq_01May2018.CDS.4303	gene	plus	3807739	3807861	
Bacterial_genome_Nanuq_01May2018.CDS.4308	gene	plus	3811711	3812202	FIG001943: hypothetical protein YajQ
Bacterial_genome_Nanuq_01May2018.CDS.4309	gene	plus	3812514	3814355	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) / Homolog of homocysteine-binding domain
Bacterial_genome_Nanuq_01May2018.CDS.4310	gene	plus	3814438	3814878	acetyltransferase, GNAT family
Bacterial_genome_Nanuq_01May2018.CDS.4311	gene	plus	3815114	3815740	pentapeptide repeat family protein
Bacterial_genome_Nanuq_01May2018.CDS.4312	gene	plus	3815913	3816407	DinB
Bacterial_genome_Nanuq_01May2018.CDS.4314	gene	plus	3817564	3817719	
Bacterial_genome_Nanuq_01May2018.CDS.4317	gene	plus	3819757	3821124	Na+ driven multidrug efflux pump
Bacterial_genome_Nanuq_01May2018.CDS.4320	gene	plus	3823955	3824545	Uncharacterized protein yisN, only in Bacillus
Bacterial_genome_Nanuq_01May2018.CDS.4321	gene	plus	3824581	3824790	
Bacterial_genome_Nanuq_01May2018.CDS.4324	gene	plus	3826356	3826565	
Bacterial_genome_Nanuq_01May2018.CDS.4325	gene	plus	3826756	3826977	Protein GerPA, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4326	gene	plus	3826990	3827226	Protein GerPB, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4327	gene	plus	3827262	3827879	Protein GerPC, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4328	gene	plus	3827876	3828052	Protein GerPD, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4329	gene	plus	3828052	3828447	Protein GerPE, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4330	gene	plus	3828487	3828705	Protein GerPF, required for proper assembly of spore coat, mutations lead to super-dormant spore
Bacterial_genome_Nanuq_01May2018.CDS.4336	gene	plus	3841016	3841729	YdfS
Bacterial_genome_Nanuq_01May2018.CDS.4337	gene	plus	3841798	3842307	FIG01225181: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4338	gene	plus	3842546	3843166	Transcriptional regulator, TetR family
Bacterial_genome_Nanuq_01May2018.CDS.4339	gene	plus	3843182	3844378	Multidrug resistance protein ErmB
Bacterial_genome_Nanuq_01May2018.CDS.4340	gene	plus	3844546	3845703	Putative ammonia monooxygenase
Bacterial_genome_Nanuq_01May2018.CDS.4346	gene	plus	3849178	3849627	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4347	gene	plus	3849748	3849948	FIG01225797: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4348	gene	plus	3849945	3851414	Na+/solute symporter
Bacterial_genome_Nanuq_01May2018.CDS.4349	gene	plus	3851455	3851772	protein of unknown function DUF74
Bacterial_genome_Nanuq_01May2018.CDS.4351	gene	plus	3852269	3852979	FIG01231987: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4355	gene	plus	3854917	3855150	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4357	gene	plus	3856163	3856636	Probable oxidoreductase, with Rieske iron-sulfur protein 2Fe-2S subunit
Bacterial_genome_Nanuq_01May2018.CDS.4358	gene	plus	3856633	3857685	oxidoreductase
Bacterial_genome_Nanuq_01May2018.CDS.4359	gene	plus	3857808	3859100	Methyl-accepting chemotaxis protein
Bacterial_genome_Nanuq_01May2018.CDS.4360	gene	plus	3859231	3859788	Substrate-specific component BioY of biotin ECF transporter
Bacterial_genome_Nanuq_01May2018.CDS.4361	gene	plus	3859800	3861236	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.4362	gene	plus	3861224	3862315	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.4363	gene	plus	3862366	3862941	Predicted broad substrate specificity phosphatase
Bacterial_genome_Nanuq_01May2018.CDS.4365	gene	plus	3863963	3864148	
Bacterial_genome_Nanuq_01May2018.CDS.4366	gene	plus	3864323	3865471	serine alkaline protease (subtilisin E)
Bacterial_genome_Nanuq_01May2018.CDS.4368	gene	plus	3866921	3867316	FIG01237402: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4374	gene	plus	3871661	3871795	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4375	gene	plus	3872029	3873318	Glutamate-aspartate carrier protein
Bacterial_genome_Nanuq_01May2018.CDS.4377	gene	plus	3874522	3874836	
Bacterial_genome_Nanuq_01May2018.CDS.4378	gene	plus	3874880	3875857	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)
Bacterial_genome_Nanuq_01May2018.CDS.4386	gene	plus	3884956	3885456	Uncharacterized protein, homolog of B.subtilis yhgC
Bacterial_genome_Nanuq_01May2018.CDS.4387	gene	plus	3885574	3886290	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4388	gene	plus	3886263	3886958	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4389	gene	plus	3887027	3888214	N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)
Bacterial_genome_Nanuq_01May2018.CDS.4394	gene	plus	3891438	3891875	Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)
Bacterial_genome_Nanuq_01May2018.CDS.4395	gene	plus	3892011	3893090	Phosphoserine aminotransferase (EC 2.6.1.52)
Bacterial_genome_Nanuq_01May2018.CDS.4396	gene	plus	3893211	3893729	Substrate-specific component TrpP of tryptophan ECF transporter
Bacterial_genome_Nanuq_01May2018.CDS.4398	gene	plus	3894096	3894452	Hypothetical protein SAV1839
Bacterial_genome_Nanuq_01May2018.CDS.4399	gene	plus	3894474	3894596	
Bacterial_genome_Nanuq_01May2018.CDS.4400	gene	plus	3894632	3895243	Protease production regulatory protein Hpr (ScoC)
Bacterial_genome_Nanuq_01May2018.CDS.4402	gene	plus	3895793	3896323	Hypothetical protein SAV1840
Bacterial_genome_Nanuq_01May2018.CDS.4403	gene	plus	3896384	3896602	FIG01227217: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4404	gene	plus	3896681	3896941	
Bacterial_genome_Nanuq_01May2018.CDS.4405	gene	plus	3897115	3897348	Foldase protein PrsA precursor (EC 5.2.1.8) @ Foldase clustered with pyrimidine conversion
Bacterial_genome_Nanuq_01May2018.CDS.4406	gene	plus	3897426	3897965	Foldase protein PrsA precursor (EC 5.2.1.8) @ Foldase clustered with pyrimidine conversion
Bacterial_genome_Nanuq_01May2018.CDS.4415	gene	plus	3905827	3906015	FIG01230527: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4417	gene	plus	3907073	3907345	Uncharacterized protein yhaS
Bacterial_genome_Nanuq_01May2018.CDS.4418	gene	plus	3907373	3907828	trkA domain protein
Bacterial_genome_Nanuq_01May2018.CDS.4419	gene	plus	3907877	3908794	sodium/hydrogen exchanger family protein
Bacterial_genome_Nanuq_01May2018.CDS.4420	gene	plus	3908821	3909090	Na+/H+ antiporter
Bacterial_genome_Nanuq_01May2018.CDS.4424	gene	plus	3913374	3913748	YhaZ
Bacterial_genome_Nanuq_01May2018.CDS.4425	gene	plus	3913745	3914512	DNA alkylation repair enzyme
Bacterial_genome_Nanuq_01May2018.CDS.4428	gene	plus	3916358	3917449	FIG01225774: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4429	gene	plus	3917439	3918797	FIG01227862: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4430	gene	plus	3918889	3919095	FIG01231959: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4431	gene	plus	3919320	3919526	Small acid-soluble spore protein, alpha/beta family, SASP_1
Bacterial_genome_Nanuq_01May2018.CDS.4432	gene	plus	3919627	3919752	
Bacterial_genome_Nanuq_01May2018.CDS.4433	gene	plus	3919781	3920401	oxidoreductase, putative
Bacterial_genome_Nanuq_01May2018.CDS.4436	gene	plus	3924262	3924378	
Bacterial_genome_Nanuq_01May2018.CDS.4438	gene	plus	3924633	3925133	Stress response protein nhaX
Bacterial_genome_Nanuq_01May2018.CDS.4440	gene	plus	3925832	3926416	regulation of the polyketide synthase operon (pks)
Bacterial_genome_Nanuq_01May2018.CDS.4442	gene	plus	3927567	3927932	polysaccharide deacetylase
Bacterial_genome_Nanuq_01May2018.CDS.4443	gene	plus	3927914	3928414	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.4447	gene	plus	3930375	3930590	
Bacterial_genome_Nanuq_01May2018.CDS.4449	gene	plus	3930793	3931509	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
Bacterial_genome_Nanuq_01May2018.CDS.4450	gene	plus	3931511	3931897	CrcB protein
Bacterial_genome_Nanuq_01May2018.CDS.4451	gene	plus	3931904	3932263	CrcB protein
Bacterial_genome_Nanuq_01May2018.CDS.4453	gene	plus	3933746	3933913	
Bacterial_genome_Nanuq_01May2018.CDS.4456	gene	plus	3936535	3936960	HTH-type transcriptional regulator cueR
Bacterial_genome_Nanuq_01May2018.CDS.4457	gene	plus	3937022	3938356	Hemolysins and related proteins containing CBS domains
Bacterial_genome_Nanuq_01May2018.CDS.4459	gene	plus	3939239	3939460	RNA polymerase sigma-70 factor
Bacterial_genome_Nanuq_01May2018.CDS.4460	gene	plus	3939457	3939729	RNA polymerase sigma-70 factor, ECF subfamily
Bacterial_genome_Nanuq_01May2018.CDS.4461	gene	plus	3939722	3940216	Sigma-M negative effector
Bacterial_genome_Nanuq_01May2018.CDS.4462	gene	plus	3940333	3940794	Sigma-M negative effector
Bacterial_genome_Nanuq_01May2018.CDS.4463	gene	plus	3940782	3941072	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4466	gene	plus	3944063	3944209	
Bacterial_genome_Nanuq_01May2018.CDS.4469	gene	plus	3946475	3947350	negative regulation of the citrate synthase I gene (citA)
Bacterial_genome_Nanuq_01May2018.CDS.4472	gene	plus	3948702	3950081	Alkaline phosphatase (EC 3.1.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.4474	gene	plus	3951695	3953209	Small-conductance mechanosensitive channel
Bacterial_genome_Nanuq_01May2018.CDS.4475	gene	plus	3953341	3953775	Nitrite-sensitive transcriptional repressor NsrR
Bacterial_genome_Nanuq_01May2018.CDS.4476	gene	plus	3953954	3955408	Cell wall lytic activity
Bacterial_genome_Nanuq_01May2018.CDS.4479	gene	plus	3955965	3956207	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4495	gene	plus	3970453	3971361	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)
Bacterial_genome_Nanuq_01May2018.CDS.4501	gene	plus	3974194	3974859	FIG01226141: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4504	gene	plus	3976565	3977137	FIG01247185: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4507	gene	plus	3978748	3979176	GGDEF domain protein
Bacterial_genome_Nanuq_01May2018.CDS.4508	gene	plus	3979131	3979937	GGDEF domain protein
Bacterial_genome_Nanuq_01May2018.CDS.4509	gene	plus	3980762	3980896	
Bacterial_genome_Nanuq_01May2018.CDS.4510	gene	plus	3981053	3981253	Cold shock protein CspD
Bacterial_genome_Nanuq_01May2018.repeat.30	repeat	plus	3987059	3988995	repeat region
Bacterial_genome_Nanuq_01May2018.repeat.31	repeat	plus	3989050	4007882	repeat region
Bacterial_genome_Nanuq_01May2018.CDS.4524	gene	plus	3989243	3989356	
Bacterial_genome_Nanuq_01May2018.CDS.4527	gene	plus	3992551	3992667	
Bacterial_genome_Nanuq_01May2018.CDS.4534	gene	plus	3997672	3998295	FIG01227611: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.4535	gene	plus	3998641	3998847	Predicted transcriptional regulator
Bacterial_genome_Nanuq_01May2018.CDS.4536	gene	plus	3998844	3999068	
Bacterial_genome_Nanuq_01May2018.CDS.4537	gene	plus	3999107	3999310	unknown
Bacterial_genome_Nanuq_01May2018.CDS.4544	gene	plus	4002253	4002369	
Bacterial_genome_Nanuq_01May2018.CDS.4550	gene	plus	4003780	4003935	
Bacterial_genome_Nanuq_01May2018.CDS.4554	gene	plus	4004911	4005213	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4555	gene	plus	4005221	4005499	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4556	gene	plus	4005694	4005846	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4557	gene	plus	4005846	4005974	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4558	gene	plus	4006126	4006425	Catalase (EC 1.11.1.6)
Bacterial_genome_Nanuq_01May2018.CDS.4565	gene	plus	4007477	4007602	
Bacterial_genome_Nanuq_01May2018.CDS.1	gene	minus	3	224	Membrane component of multidrug resistance system
Bacterial_genome_Nanuq_01May2018.CDS.2	gene	minus	461	574	Membrane component of multidrug resistance system
Bacterial_genome_Nanuq_01May2018.CDS.3	gene	minus	691	822	Multidrug resistance protein [function not yet clear]
Bacterial_genome_Nanuq_01May2018.CDS.4	gene	minus	1380	1553	
Bacterial_genome_Nanuq_01May2018.CDS.5	gene	minus	1642	1761	YhbI
Bacterial_genome_Nanuq_01May2018.CDS.6	gene	minus	1950	2468	UPF0229 protein YeaH
Bacterial_genome_Nanuq_01May2018.CDS.7	gene	minus	2440	2568	UPF0229 protein YeaH
Bacterial_genome_Nanuq_01May2018.CDS.8	gene	minus	2802	3179	UPF0229 protein YeaH
Bacterial_genome_Nanuq_01May2018.CDS.9	gene	minus	3369	3518	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.10	gene	minus	3626	3790	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.11	gene	minus	3775	4257	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.12	gene	minus	4254	4892	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.13	gene	minus	4889	5023	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.14	gene	minus	4981	5259	Serine protein kinase (prkA protein), P-loop containing
Bacterial_genome_Nanuq_01May2018.CDS.16	gene	minus	5617	6093	FIG01236752: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.17	gene	minus	6147	6326	FIG01236752: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.18	gene	minus	6338	7051	FIG01236946: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.19	gene	minus	7042	7644	FIG01231699: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.20	gene	minus	7812	8285	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)
Bacterial_genome_Nanuq_01May2018.CDS.21	gene	minus	8331	9281	FIG01231642: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.22	gene	minus	9319	9558	Epoxyqueuosine (oQ) reductase QueG
Bacterial_genome_Nanuq_01May2018.CDS.23	gene	minus	9561	10478	Epoxyqueuosine (oQ) reductase QueG
Bacterial_genome_Nanuq_01May2018.rna.1	rna	minus	11275	11348	tRNA-Gly-TCC
Bacterial_genome_Nanuq_01May2018.CDS.27	gene	minus	12221	12490	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent
Bacterial_genome_Nanuq_01May2018.CDS.28	gene	minus	12665	13801	Alkanesulfonate monooxygenase (EC 1.14.14.5)
Bacterial_genome_Nanuq_01May2018.CDS.29	gene	minus	13826	14659	Alkanesulfonates transport system permease protein
Bacterial_genome_Nanuq_01May2018.CDS.30	gene	minus	14659	15648	Alkanesulfonates-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.31	gene	minus	15664	16431	Alkanesulfonates ABC transporter ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.33	gene	minus	16654	17589	2-amino-3-carboxymuconate-6- semialdehydedecarboxylase
Bacterial_genome_Nanuq_01May2018.CDS.35	gene	minus	19363	20268	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
Bacterial_genome_Nanuq_01May2018.CDS.36	gene	minus	20320	21306	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)
Bacterial_genome_Nanuq_01May2018.CDS.37	gene	minus	21303	22208	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)
Bacterial_genome_Nanuq_01May2018.CDS.38	gene	minus	22221	23177	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)
